dta,date_actualisation_dta,tous_locaux_visites,presence_amiante,obligation_surveillance,date_derniere_visite,obligation_mesure_taux_empoussierement,obligation_travaux,dta_consultable,lieu_dta_consultable,precision,uairne,type,secteur,code,Nom,Latitude,Longitude
OUI,,OUI,OUI,NON,,NON,OUI,OUI,,"Toit de cour de récréation avec des tuiles qui comportaient de l'amiante, qui a été remplacé il y plusieurs années",0711798U,1ORD,PU,0711798U,ECOLE MATERNELLE  <br> 71540 SOMMANT,47.047950897650814,4.21703790729845
OUI,12/3/2001,OUI,NON,,,,NON,OUI,,,0211829Z,1ORD,PU,0211829Z,ECOLE MATERNELLE R.P.I. <br> 21190 VOLNAY,47.00105494988507,4.782667436971472
OUI,,NON,OUI,NON,,,,,,,0580119P,1ORD,PU,0580119P,ECOLE ELEMENTAIRE  <br> 58300 DEVAY,46.80679404491563,3.5496013458369338
NON,,,,,,,,,,,0710460P,1ORD,PU,0710460P,ECOLE ELEMENTAIRE  <br> 71570 SAINT-AMOUR-BELLEVUE,46.24586979970018,4.743206416389711
,,,,,,,,,,Pôle scolaire construit en 2014,0210491V,1ORD,PU,0210491V,ECOLE ELEMENTAIRE OZE ET SEINE <br> 21690 VERREY-SOUS-SALMAISE,47.43536161866218,4.66966555640172
OUI,6/1/2016,NON,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Le questionnaire prend en compte les éléments du DTA réalisé le 21/01/2009. Un nouveau diagnostic DTA a été effectué le 01 juin 2016, la mairie est actuellement en attente du rapport qui permettra d'actualiser le questionnaire.",0711827A,1ORD,PU,0711827A,ECOLE ELEMENTAIRE  <br> 71490 COUCHES,46.86994447307501,4.570532802728478
NON,,,,,,,,,,,0710227L,1ORD,PU,0710227L,ECOLE ELEMENTAIRE  <br> 71520 GERMOLLES-SUR-GROSNE,46.27996161542473,4.59059517155341
OUI,1/1/1997,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0211820P,1ORD,PU,0211820P,ECOLE MATERNELLE R.P.I. <br> 21340 BAUBIGNY,46.97628339756501,4.689348075998819
NON,,,,,,,,,,,0210994S,1ORD,PU,0210994S,ECOLE ELEMENTAIRE  <br> 21220 L'ETANG-VERGY,47.18075999529145,4.879291507947489
NON,,,,,,,,,,,0711252A,CLG,PU,0711252A,COLLEGE JORGE SEMPRUN <br> 71130 GUEUGNON,46.60280174896514,4.047267299982282
OUI,4/18/2013,OUI,NON,NON,,NON,NON,OUI,,,0211160X,1ORD,PU,0211160X,ECOLE MATERNELLE LA FONTAINE <br> 21800 SENNECEY-LES-DIJON,47.291559075114726,5.111520145897108
NON,,,,,,,,,,,0211869T,1ORD,PU,0211869T,ECOLE MATERNELLE  <br> 21121 DAROIS,47.38994957898388,4.93965787081388
OUI,1/5/2000,OUI,OUI,OUI,12/23/2008,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Amiante sur un tuyau seulement mais en parfait état,0711582J,1ORD,PU,0711582J,ECOLE ELEMENTAIRE  <br> 71170 COUBLANC,46.17390756193638,4.272723605530889
OUI,5/15/2009,OUI,OUI,NON,,NON,OUI,OUI,,,0211012L,1ORD,PU,0211012L,ECOLE ELEMENTAIRE  <br> 21170 ECHENON,47.11366248049836,5.279586280601504
NON,,,,,,,,,,,0710200G,1ORD,PU,0710200G,ECOLE MATERNELLE NIKI DE SAINT PHALLE <br> 71300 MONTCEAU-LES-MINES,46.672671772417594,4.367658233920651
OUI,6/18/1997,OUI,NON,NON,,NON,NON,OUI,,,0580489S,1ORD,PU,0580489S,ECOLE ELEMENTAIRE  <br> 58160 CHEVENON,46.92020737584127,3.2284127993763767
OUI,5/12/2010,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",dalles vinyl amiante 30X30,0210012Z,LYC,PU,0210012Z,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE STEPHEN LIEGEARD <br> 21220 BROCHON,47.23802560911422,4.972772301810501
OUI,10/5/2005,OUI,NON,NON,,NON,NON,OUI,,,0711505A,1ORD,PU,0711505A,ECOLE MATERNELLE  <br> 71620 SAINT-MARTIN-EN-BRESSE,46.81637080380754,5.059786969563743
NON,,,,,,,,,,,0211572V,1ORD,PU,0211572V,ECOLE ELEMENTAIRE R.P.I. <br> 21110 LONGCHAMP,47.260708036198864,5.2867628666328175
NON,,,,,,,,,,,0210294F,1ORD,PU,0210294F,ECOLE ELEMENTAIRE R.P.I. <br> 21110 CHAMBEIRE,47.283060910078824,5.266330543412597
OUI,11/21/2007,OUI,NON,NON,,NON,NON,OUI,,,0710229N,1ORD,PU,0710229N,ECOLE ELEMENTAIRE  <br> 71520 BOURGVILAIN,46.36946409020806,4.63147616828456
OUI,12/15/2012,OUI,OUI,OUI,12/15/2012,NON,NON,OUI,,,0211249U,1ORD,PU,0211249U,ECOLE MATERNELLE ARC-EN-CIEL <br> 21120 MARCILLY-SUR-TILLE,47.519270293142874,5.1349825145028
OUI,4/3/1997,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0890752J,1ORD,PU,0890752J,ECOLE ELEMENTAIRE  <br> 89110 SAINT-MAURICE-LE-VIEIL,47.8235796133561,3.3515708068751837
NON,,,,,,,,,,,0710497E,1ORD,PU,0710497E,ECOLE ELEMENTAIRE  <br> 71460 BONNAY,46.551776327154066,4.623209857352946
OUI,10/11/2007,OUI,NON,NON,,NON,NON,OUI,,,0890819G,LP,PU,0890819G,LYCEE PROFESSIONNEL VAUBAN <br> 89000 AUXERRE,47.79915416029197,3.5628334046516668
OUI,12/5/2005,OUI,NON,,,,,,,,0710172B,1ORD,PU,0710172B,ECOLE MATERNELLE EST <br> 71100 CHALON-SUR-SAONE,46.784172761402644,4.858974567764432
OUI,12/11/2007,OUI,OUI,NON,,NON,NON,OUI,,"La présence d'amiante relevée dans le DTA concernait un préau à l'arrière de l'école.  Pour les besoin d'aménagement de la cour arrière, ce préau a été démonté par des professionnels et n'existe plus. Le DTA devrait donc être remis à jour prochainement.",0891268V,1ORD,PU,0891268V,ECOLE ELEMENTAIRE  <br> 89140 MICHERY,48.30991515492078,3.2318699033598057
,,,,,,,,,,"Je n'ai pas connaissance d'un DTA, notre école ayant été construite en 2010/2011",0710736P,1ORD,PU,0710736P,ECOLE ELEMENTAIRE RAYMOND ROCHETTE <br> 71200 LE CREUSOT,46.812261790669176,4.432377500288871
NON,,,,,,,,,,,0710910D,1ORD,PU,0710910D,ECOLE ELEMENTAIRE  <br> 71460 GERMAGNY,46.671919976164205,4.60266044442639
OUI,3/23/2007,OUI,OUI,NON,,NON,NON,OUI,,,0580747X,1ORD,PU,0580747X,ECOLE ELEMENTAIRE RENE CASSIN <br> 58300 DECIZE,46.828666747191775,3.4778239865325884
,5/26/2004,OUI,OUI,OUI,5/26/2004,NON,NON,OUI,,"Le DTA signale la présence de matériaux et produits contenant de l'amiante fortement lié.
L'état de ces parties était signalé comme bon en 2004. Compte-tenu de la nature de ces parties (sols) fortement sollicitées je pose la question de leur renouvellem",0580314B,1ORD,PU,0580314B,ECOLE MATERNELLE ROMAIN ROLLAND <br> 58640 VARENNES-VAUZELLES,47.01541693117785,3.1441339228831024
,,,,,,,,,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0211608J,1ORD,PU,0211608J,ECOLE ELEMENTAIRE COLOMBIERE <br> 21000 DIJON,47.30104518557382,5.043274985537191
,,,,,,,,,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Je ne suis pas compétente pour répondre à ce questionnaire. La mairie est responsable des locaux, c'est donc elle qui les connait et les entretient.",0711881J,1ORD,PU,0711881J,ECOLE ELEMENTAIRE  <br> 71480 VARENNES-SAINT-SAUVEUR,46.48226679361084,5.243101506466892
OUI,2/17/1998,OUI,OUI,NON,,NON,NON,OUI,,,0580487P,1ORD,PU,0580487P,ECOLE ELEMENTAIRE  <br> 58240 CHANTENAY-SAINT-IMBERT,46.7334914104865,3.1835485079809716
OUI,2/12/2004,OUI,NON,NON,,NON,NON,OUI,,,0580350R,1ORD,PU,0580350R,ECOLE MATERNELLE LUCETTE SALLE <br> 58000 NEVERS,46.99531477862594,3.1567801553498955
OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0890924W,1ORD,PU,0890924W,ECOLE MATERNELLE DESNOS <br> 89190 VILLENEUVE-L'ARCHEVEQUE,48.2339434504938,3.557113180002797
OUI,1/4/2016,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0210431E,1ORD,PU,0210431E,ECOLE ELEMENTAIRE R.P.I. <br> 21230 ALLEREY,47.189828753669396,4.442050056209758
OUI,11/27/2008,OUI,OUI,OUI,11/27/2008,NON,NON,OUI,,,0711813K,1ORD,PU,0711813K,ECOLE ELEMENTAIRE LAFLEUR BARTOLI <br> 71160 DIGOIN,46.48152895976572,3.9809270552630207
OUI,3/11/1997,OUI,NON,NON,,NON,NON,OUI,,,0710241B,1ORD,PU,0710241B,ECOLE ELEMENTAIRE JEAN MOULIN <br> 71000 MACON,46.319062502165444,4.837037795847783
OUI,11/6/2006,OUI,NON,NON,,NON,NON,OUI,Autres,,0711786F,1ORD,PU,0711786F,ECOLE ELEMENTAIRE  <br> 71400 AUTUN,46.94554593838237,4.302082095415539
NON,,,,,,,,,,,0890090P,CLG,PU,0890090P,COLLEGE ALBERT CAMUS <br> 89015 AUXERRE,47.810161698665524,3.5700846438459437
NON,,,,,,,,,,,0210346M,1ORD,PU,0210346M,ECOLE ELEMENTAIRE  <br> 21270 BINGES,47.32679919710698,5.267933644211406
OUI,3/2/2007,OUI,NON,NON,,NON,NON,OUI,,,0710121W,CLG,PR,0710121W,COLLEGE PIERRE FAURE <br> 71170 CHAUFFAILLES,46.20749817576955,4.341366538768479
OUI,6/13/2006,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0580481H,1ORD,PU,0580481H,ECOLE ELEMENTAIRE  <br> 58150 VIELMANAY,47.26696544647334,3.1129651394030224
OUI,10/30/2007,OUI,OUI,NON,,NON,NON,OUI,,,0711795R,1ORD,PU,0711795R,ECOLE ELEMENTAIRE JEAN MACE <br> 71210 SAINT-LAURENT-D'ANDENAY,46.73353827427912,4.483764485735637
OUI,7/31/2013,OUI,OUI,NON,,NON,NON,OUI,,"IL a été repéré des matériaux et produits contenant de l'amiante dans des locaux de l'établissement où le risque de dégradation est diagnostiqué faible.
DTA réalisé par la Société SOCOTEC",0211951G,1ORD,PU,0211951G,ECOLE MATERNELLE R.P.I. <br> 21250 CORGENGOUX,46.99054520998425,4.988914352434881
OUI,8/7/2015,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Démolition prévue et transfert dans un autre bâtiment .,0211765E,1ORD,PU,0211765E,ECOLE MATERNELLE R.P.I. <br> 21580 GRANCEY-LE-CHATEAU-NEUVELLE,47.669664965435544,5.025706660976312
NON,,OUI,,,,,,,,,0580038B,CLG,PU,0580038B,COLLEGE LES AMOGNES <br> 58270 SAINT-BENIN-D'AZY,47.00151709921185,3.3933417733816547
NON,,,,,,,,,,,0891193N,1ORD,PU,0891193N,ECOLE ELEMENTAIRE  <br> 89120 CHARNY OREE DE PUISAYE,47.94017145414475,3.130616265132599
OUI,5/18/2015,OUI,OUI,OUI,4/21/2015,NON,NON,OUI,,,0890611F,1ORD,PU,0890611F,ECOLE ELEMENTAIRE ALBERT GARNIER <br> 89300 JOIGNY,47.97961981609421,3.3936014313066827
,,,,,,,,,,"Projet nouvelle école de 2005, école mise en service en 2007
Matériaux du bâtiments classé HQE (haute qualité environnementale)",0711889T,1ORD,PU,0711889T,ECOLE ELEMENTAIRE ECOLE PRIMAIRE <br> 71350 SAINT-LOUP-GEANGES,46.94561632662933,4.90965219624503
OUI,5/23/2016,OUI,OUI,OUI,11/25/2015,NON,NON,OUI,,,0710056A,CLG,PU,0710056A,COLLEGE JEAN MOULIN <br> 71307 MONTCEAU-LES-MINES,46.67375648575554,4.366562992835783
OUI,12/19/2013,NON,OUI,OUI,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0710009Z,CLG,PU,0710009Z,COLLEGE LOUISE MICHEL <br> 71150 CHAGNY,46.904302922346055,4.7611675516136565
OUI,7/5/2004,OUI,OUI,NON,,NON,NON,OUI,,,0710007X,CLG,PU,0710007X,COLLEGE LA VARANDAINE <br> 71390 BUXY,46.71250612466094,4.698627175885516
,,,,,,,,,,Permis de construire PC08925110U0002 année 2010,0890746C,1ORD,PU,0890746C,ECOLE ELEMENTAIRE  <br> 89110 MERRY-LA-VALLEE,47.79969642032925,3.3328438372236318
OUI,3/16/1998,OUI,NON,NON,,NON,NON,OUI,,,0710685J,1ORD,PU,0710685J,ECOLE ELEMENTAIRE  <br> 71320 CHARBONNAT,46.78900511981235,4.115309098164045
OUI,5/9/2005,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0890553T,1ORD,PU,0890553T,ECOLE ELEMENTAIRE  <br> 89210 ESNON,47.984306220575505,3.5771128284369587
NON,,,,,,,,,,,0711323C,CLG,PU,0711323C,COLLEGE LES EPONTOTS <br> 71710 MONTCENIS,46.78745430788005,4.418240441015354
OUI,12/12/2012,OUI,OUI,NON,,NON,NON,OUI,,,0211550W,1ORD,PU,0211550W,ECOLE ELEMENTAIRE  <br> 21350 VITTEAUX,47.39963200752453,4.538957646547923
,,,,,,,,,,"L'école maternelle de Vitteaux est un bâtiment tout neuf, nous y sommes depuis la rentrée scolaire de janvier 2016 et la commission de sécurité a fait sa visite à la réception des travaux le 17/12/2015.",0211690Y,1ORD,PU,0211690Y,ECOLE MATERNELLE  <br> 21350 VITTEAUX,47.40019285242976,4.538351807859172
OUI,4/8/1998,OUI,NON,NON,,NON,NON,OUI,,,0710678B,1ORD,PU,0710678B,ECOLE ELEMENTAIRE  <br> 71190 LA TAGNIERE,46.788233295648965,4.217043402078951
OUI,4/14/2011,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0710590F,1ORD,PU,0710590F,ECOLE ELEMENTAIRE  <br> 71290 LA GENETE,46.54965836591938,5.044533882632948
,,,,,,,,,,,0890977D,CLG,PU,0890977D,COLLEGE JACQUES PREVERT <br> 89400 MIGENNES,47.96944641087473,3.5057498016397988
OUI,7/7/2008,NON,OUI,NON,,NON,OUI,OUI,,travaux réaliser durant la réfection du bâtiment concerné en 2013,0710106E,CLG,PR,0710106E,COLLEGE SAINT-DOMINIQUE <br> 71100 CHALON-SUR-SAONE,46.788372100671474,4.851408379434746
OUI,,OUI,NON,NON,,NON,NON,OUI,,,0711896A,LYC,PR,0711896A,LYCEE POLYVALENT SAINT CHARLES <br> 71100 CHALON-SUR-SAONE,46.79132330477312,4.856223344362438
OUI,2/15/2007,OUI,OUI,NON,,NON,NON,OUI,,,0711874B,1ORD,PU,0711874B,ECOLE MATERNELLE CENTRE <br> 71160 DIGOIN,46.47976873752869,3.9796322386800624
OUI,2/15/2007,OUI,OUI,,,,,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","après l'incendie de 2014, l'intérieur de l'école a été entièrement rénové.",0711402N,1ORD,PU,0711402N,ECOLE MATERNELLE LE LAUNAY <br> 71160 DIGOIN,46.480039535800785,3.9893852686612385
OUI,3/1/2005,OUI,NON,NON,,,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0710190W,1ORD,PU,0710190W,ECOLE MATERNELLE BREART <br> 71000 MACON,46.30879182661048,4.821881010444105
OUI,9/1/2000,OUI,OUI,NON,,NON,NON,OUI,,,0211033J,LYC,PU,0211033J,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE GUSTAVE EIFFEL <br> 21074 DIJON,47.335154064524325,5.069553267453185
OUI,7/31/2008,OUI,OUI,,,,OUI,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Il y a une dizaine d'années, l'établissement a été entièrement réhabilité.
Les éléments contenant de l'amiante (dalles de sol, plaques de faux plafond) ont été retirés.",0890789Z,CLG,PU,0890789Z,COLLEGE PAUL BERT <br> 89010 AUXERRE,47.786374440880394,3.584158416074805
OUI,7/3/2006,OUI,OUI,NON,7/3/2006,NON,NON,OUI,,Il s'agit d'amiante fortement lié,0711866T,1ORD,PU,0711866T,ECOLE MATERNELLE PRE DES CRECHES PAQUIER <br> 71600 PARAY-LE-MONIAL,46.4548590944042,4.1139156609097185
OUI,7/17/1997,OUI,NON,NON,,NON,NON,OUI,,"Dans les conclusions des deux rapports (bâtiment neuf et bâtiment ancien de l'école), il est mentionné: les locaux peuvent contenir des matériaux, non visés par le décret 96-97, à base d'amiante.",0711268T,1ORD,PU,0711268T,ECOLE ELEMENTAIRE LUCIE AUBRAC <br> 71110 MARCIGNY,46.27706362221456,4.039563500997383
OUI,9/27/1996,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0711290S,1ORD,PU,0711290S,ECOLE MATERNELLE  <br> 71570 ROMANECHE-THORINS,46.1889883405915,4.7335701164380986
NON,,,,,,,,,,,0211573W,1ORD,PU,0211573W,ECOLE ELEMENTAIRE DIDEROT <br> 21500 MONTBARD,47.62665093219238,4.35214897124547
,,,,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0210219Z,1ORD,PU,0210219Z,ECOLE ELEMENTAIRE LA PERRIERE <br> 21190 CORPEAU,46.9295405870923,4.75416467345471
OUI,4/1/2008,OUI,OUI,NON,,NON,NON,OUI,Autres,DTA present bureau direction,0211057K,1ORD,PU,0211057K,ECOLE MATERNELLE EN SAINT JACQUES <br> 21300 CHENOVE,47.30083757324928,5.0129513750081545
NON,,,,,,,,,,,0580099T,1ORD,PU,0580099T,ECOLE ELEMENTAIRE  <br> 58110 BICHES,47.00677774566187,3.650132049468748
NON,,,,,,,,,,,0710818D,1ORD,PU,0710818D,ECOLE ELEMENTAIRE ECOLE DE LA ROCHE - EUGENE DUMONCEAU <br> 71170 SAINT-IGNY-DE-ROCHE,46.191127832774136,4.297592285596128
OUI,9/30/2010,NON,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0711348E,CLG,PU,0711348E,COLLEGE JEAN VILAR <br> 71321 CHALON-SUR-SAONE,46.80179488537402,4.853275409644558
NON,,,,,,,,,,,0710166V,1ORD,PU,0710166V,ECOLE MATERNELLE BOURGOGNE <br> 71100 CHALON-SUR-SAONE,46.791760389483436,4.839454607159332
OUI,2/1/2010,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0211474N,1ORD,PU,0211474N,ECOLE MATERNELLE CITE VERTE <br> 21250 SEURRE,46.9983242069111,5.153428782552173
OUI,2/1/2002,OUI,OUI,NON,,NON,NON,OUI,,plaques en fibrociment formant la couverture du débarras de la cantine (bâtiment annexe),0890348V,1ORD,PU,0890348V,ECOLE ELEMENTAIRE  <br> 89520 LAINSECQ,47.553655381374575,3.2719104200158315
OUI,6/1/2016,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0710251M,1ORD,PU,0710251M,ECOLE ELEMENTAIRE  <br> 71960 CHEVAGNY-LES-CHEVRIERES,46.33228821454868,4.771982232514212
OUI,11/18/2005,OUI,OUI,NON,,NON,NON,OUI,,,0891035S,1ORD,PU,0891035S,ECOLE ELEMENTAIRE  <br> 89300 CHAMPLAY,47.95407471429205,3.405599175381845
OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",La non présence d'amiante et l'existence d'un DTA m'ont été certifiés par la municipalité : les aspects techniques de ce dossier débordent des missions du directeur d'écoles. Voir avec la municipalité pour les modalités.,0210560V,1ORD,PU,0210560V,ECOLE ELEMENTAIRE R.P.I. <br> 21110 SOIRANS,47.206673675740824,5.288286760784743
OUI,,,,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",La municipalité m'a affirmé la non présence d'amiante et l'existence d'un DTA : voir avec la mairie pour les aspects techniques.,0211842N,1ORD,PU,0211842N,ECOLE ELEMENTAIRE R.P.I. <br> 21110 PLUVET,47.20625598220771,5.266700202412579
OUI,3/18/1998,OUI,NON,NON,,NON,NON,OUI,,,0710753H,1ORD,PU,0710753H,ECOLE ELEMENTAIRE  <br> 71110 LIGNY-EN-BRIONNAIS,46.237258669709774,4.19024185714012
OUI,3/15/2006,OUI,NON,NON,,,NON,OUI,,,0211969B,1ORD,PU,0211969B,ECOLE MATERNELLE PETIT CITEAUX <br> 21000 DIJON,47.31397954544546,5.034357763335472
OUI,9/1/2009,OUI,NON,NON,,,,,,,0890822K,CLG,PU,0890822K,COLLEGE MAURICE CLAVEL <br> 89206 AVALLON,47.493014941527136,3.9138097633670843
OUI,9/24/2003,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0211122F,1ORD,PU,0211122F,ECOLE MATERNELLE PETITES ROCHES <br> 21000 DIJON,47.31451668023856,5.057835879895007
OUI,6/24/2008,OUI,OUI,NON,,NON,NON,OUI,,,0580941H,1ORD,PU,0580941H,ECOLE ELEMENTAIRE  <br> 58120 MONTIGNY-EN-MORVAN,47.144310655207406,3.855712224498183
,,,,,,,,,,Je ne dispose pas des renseignements demandés. Ces renseignements sont à demander en mairie.,0710991S,1ORD,PU,0710991S,ECOLE ELEMENTAIRE  <br> 71510 SAINT-SERNIN-DU-PLAIN,46.892714824222644,4.619885212299888
NON,,,,,,,,,,,0210423W,1ORD,PU,0210423W,ECOLE ELEMENTAIRE JEUNES ANNEES <br> 21310 ARCEAU,47.380723635645325,5.1911899247184445
OUI,10/23/2002,OUI,NON,NON,,NON,NON,OUI,Autres,Dossier consultable à l'école.,0580508M,1ORD,PU,0580508M,ECOLE ELEMENTAIRE  <br> 58470 GIMOUILLE,46.943330221226084,3.084726207271632
OUI,8/13/2012,OUI,NON,NON,,NON,NON,OUI,Autres,Dossier consultable à l'école.,0580636B,1ORD,PU,0580636B,ECOLE ELEMENTAIRE  <br> 58470 SAINCAIZE-MEAUCE,46.92685277324922,3.0809640025061014
OUI,10/29/2007,OUI,OUI,NON,,NON,OUI,OUI,,,0710815A,1ORD,PU,0710815A,ECOLE ELEMENTAIRE LAMARTINE <br> 71800 LA CLAYETTE,46.29190833974269,4.308806865974834
,,,,,,,,,,Ecole entièrement rénovée en 2007 / 2008 - pas de problème d'amiante,0710810V,1ORD,PU,0710810V,ECOLE ELEMENTAIRE  <br> 71800 BAUDEMONT,46.287589299001176,4.28386276714397
OUI,3/15/2010,OUI,OUI,NON,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Travaux: encapsulage des zones dégradées réalisé le 9 juin 2010,0210925S,1ORD,PU,0210925S,ECOLE MATERNELLE MATISSE <br> 21120 IS-SUR-TILLE,47.518238869446,5.110682486105537
OUI,,OUI,OUI,OUI,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",La Région Bourgogne Franche Comté rendra accessible aux établissements l'ensemble des documents constituant les DTA par le biais d'une application informatique  (CADOLE) sous format numérique PDF après leur mise à jour.,0711050F,EREA,PU,0711050F,ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE CLAUDE BROSSE <br> 71850 CHARNAY-LES-MACON,46.30547421333693,4.814788741906767
OUI,6/28/2006,OUI,NON,NON,,NON,NON,OUI,,,0891052K,1ORD,PU,0891052K,ECOLE MATERNELLE  <br> 89240 CHEVANNES,47.7510412386372,3.4903026411736526
OUI,7/13/2007,OUI,OUI,NON,,NON,NON,OUI,,,0711269U,1ORD,PU,0711269U,ECOLE ELEMENTAIRE  <br> 71960 PRISSE,46.3204417690545,4.744812015794544
OUI,8/21/1998,OUI,NON,NON,,NON,NON,OUI,,,0580931X,1ORD,PU,0580931X,ECOLE ELEMENTAIRE  <br> 58110 CHATILLON-EN-BAZOIS,47.05714590948846,3.657256366630049
OUI,12/23/2003,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Dans le registre de sécurité de l'école, il y a la fiche récapitulative du DTA",0211373D,1ORD,PU,0211373D,ECOLE MATERNELLE ANJOU <br> 21000 DIJON,47.32332741232021,4.999136538046521
NON,,,,,,,,,,,0211096C,CLG,PU,0211096C,COLLEGE EDOUARD HERRIOT <br> 21302 CHENOVE,47.29128663045881,5.006757743927655
OUI,11/29/2013,OUI,NON,NON,,NON,NON,OUI,,,0210297J,1ORD,PU,0210297J,ECOLE ELEMENTAIRE R.P.I. <br> 21120 CHAIGNAY,47.476142586590754,5.070892631466225
NON,,,,,,,,,,,0710299P,1ORD,PU,0710299P,ECOLE ELEMENTAIRE JULES VERNE <br> 71300 MONTCEAU-LES-MINES,46.691040863173534,4.351731373321892
OUI,11/20/2012,OUI,OUI,OUI,6/30/2013,,NON,OUI,,,0210120S,1ORD,PU,0210120S,ECOLE MATERNELLE EIFFEL <br> 21000 DIJON,47.311080549394674,5.0057524135712805
OUI,10/17/2000,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0580032V,LYC,PU,0580032V,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE RAOUL FOLLEREAU <br> 58000 NEVERS,47.00476455394679,3.158904197219916
NON,,,,,,,,,,,0710501J,1ORD,PU,0710501J,ECOLE ELEMENTAIRE LES BUIS <br> 71460 SAINT-GENGOUX-LE-NATIONAL,46.6092450647655,4.670776719032259
,,,,,,,,,,,0890382G,1ORD,PU,0890382G,ECOLE MATERNELLE  <br> 89130 TOUCY,47.737349230406,3.2939758677622453
OUI,1/19/2006,OUI,OUI,NON,,NON,NON,OUI,,,0711803Z,1ORD,PU,0711803Z,ECOLE ELEMENTAIRE VICTOR HUGO <br> 71200 LE CREUSOT,46.80253328837889,4.444613327004923
OUI,4/11/2008,OUI,NON,NON,,,,OUI,,,0211090W,LYC,PR,0211090W,LYCEE POLYVALENT SAINT BENIGNE <br> 21000 DIJON,47.33001788343326,5.016967694988987
OUI,8/4/2015,NON,NON,NON,8/4/2015,NON,NON,OUI,,"Le dernier rapport de mission de repérage des matériaux et produits contenant de l'amiante date du 4-08-15, avant la réalisation de travaux au sein de l'établissement. Cette mission concernait uniquement quelques zones du lycée.",0580753D,LYC,PU,0580753D,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE ALAIN COLAS <br> 58000 NEVERS,46.983151740163756,3.1294287491481136
NON,,,,,,,,,,,0891116E,1ORD,PU,0891116E,ECOLE ELEMENTAIRE  <br> 89510 VERON,48.13011309740972,3.3082546308840173
OUI,9/9/1997,OUI,OUI,NON,,NON,NON,OUI,,"Le rapport présent dans l'école ne s'appelle pas exactement ""DTA"" mais simplement ""Rapport - recensement préventif"" effectué par l'agence APAVE.",0890287D,1ORD,PU,0890287D,ECOLE MATERNELLE LES CHAILLOTS <br> 89100 SENS,48.20384188141284,3.290002196651733
